unit_id,sentences,code,coder1,coder2,coder3,coder4,coder5,dataset,document_id,text,url,concreteness,concr_ratings,subjectivity_2-class,subjectivity_4-class
B1757_1,1-1,premise,low concreteness,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,CD_B,B1757,Nicht befahrbarer Untergrund,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/nicht-befahrbarer-untergrund,low concreteness,"[0, 1, 0, 0, 1]",1,2
B1757_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1757,"Durch das verlegte Kopfsteinpflaster ist das befahren unmöglich ohne einen sicher platten Reifen zu riskieren. Deswegen ist ein Umfahren der Stelle über den Fußweg notwendig, was immer wieder zu gefährlichen Situationen führt.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/nicht-befahrbarer-untergrund,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1758_1,2-3,premise,high concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1758,"Es gibt in Bonn wirklich mangelhafte Möglichkeiten für Radfahrer, auf die andere Seite der Schienen zu kommen. Entweder man steht Ewigkeiten an der Schranke (Kessenich ist die schlimmste - 20 Minuten warten im Winter ist wirklich keine Freude!), muss durch den Tunnel an der Nassestraße, in welchem man sich nur durch Klingeln verständigen kann, da man durch die Biegung nichts sieht und dabei auch nie weiß, ob hinter der Ecke nicht doch Fußgänger laufen, fährt links an der Poppelsdorfer Allee durch den Bustunnel, wo man auf der anderen Seite höllisch aufpassen muss, um nicht vom Bus umgefahren zu werden oder in die Schienen zu geraten, oder muss durch die Fußgängerunterführung an der Poppelsdorfer Allee, wo man - zurecht - absteigen muss, um da keine Fußgänger umzusäbeln.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,high concreteness,"[2, 2, 1, 2, 2]",0,1
B1758_2,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1758,"Es wäre schön, wenn es eine Möglichkeit wie die Fußgängerunterführung auch für Radfahrer gäbe, und wenn es nur ein abgetrennter Bereich in dieser Unterführung ist.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1758_3,5-5,premise,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_B,B1758,"Wenn ich voll bepackt aus der Stadt nach Endenich fahren möchte, ist es wirklich nicht praktisch, erstmal das schwere Fahrrad die Anhöhe runter- und auf der anderen Seite wieder hochzuschieben.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,high concreteness,"[2, 2, 2, 1, 2]",0,1
B1758_4,7-7,premise,low concreteness,low concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1758,(Thomas-Mann-Straße ist auch eine Qual),https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,low concreteness,"[0, 0, 1, 0, 1]",1,2
B1759_1,1-1,premise,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1759,Kurvenradien,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,low concreteness,"[0, 0, 0, 0, 0]",0,0
B1759_2,2-3,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1759,"Neben den viel zu engen Radwegen, obwohl es mehr als genug platz gibt, kommt es durch die viel zu Engen Kurvnradien am Laufenden Band zu gefährlichen Situationen. Durch fehlende Markierung am Boden ist im gesamten Gebiet, die Verkehrsführung nur zu erahnen und schlicht gefährlich.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fussgaengerunterfuehrung-der-poppelsdorfer-allee,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1760_1,1-1,mpos,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1760,Kennzeichnung von Wegen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kennzeichnung-von-wegen,intermediate concreteness,"[0, 1, 1, 0, 1]",1,2
B1760_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1760,"Zwar darf man hier mit dem Fahrrad fahren, leider sehen das die meisten Fußgänger allerdings nicht so. (Ähnliches gilt auch für die anderen Wege in der direkten Innenstadt). Im besten Fall wird man nur doof angeschaut oder einfach nur ausgebremst, weil der Sinn nicht gesehen wird, in der Fußgängerzone für einen Radfahrer Platz zu machen. Beleidigungen durfte ich mir auch schon anhören.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kennzeichnung-von-wegen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1760_3,6-6,mpos,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1760,Hilfreich wäre hier vielleicht ein markierter Streifen auf dem Boden.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kennzeichnung-von-wegen,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1761_1,1-1,mpos,low concreteness,low concreteness,low concreteness,low concreteness,low concreteness,CD_B,B1761,"Ein Zeichen setzen für eine Fahrradfreundliche, zukunftsfähige Staat mit viel Lebensqualität",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,low concreteness,"[0, 0, 0, 0, 0]",0,0
B1761_2,2-7,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_B,B1761,"Machen Sie die Oxfordstraße zu dem VorzeigeRadweg der Stadt. Eine Spur für Autos ist vollkommen ausreichend, der freie Platz kann dann für den ersten Radweg der Stadt Bonn genutzt werden. Die Autos sind Relikte der Vergangenheit und sollten an Bedeutung in der Stadtplanung verlieren und mit anderen Verkehrsmitteln gleichbehandelt werden. Es gibt ein gut nutzbares Nahverkehrssystem in der Stadt Bonn und mit dem neuen Radweg eine sichere Möglichkeiten sich auch individuell fort zu bewegen. Durch eine Revitalisierung der Innenstadt wird die Lebensqualität und die Luftqualität deutlich steigern. Einem Fahrverbot kann man so ebenfalls aus dem Weg gehen, indem Autofahren noch unattraktiver wird.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,high concreteness,"[2, 2, 2, 1, 2]",0,1
B1761_3,5-5,premise,high concreteness,high concreteness,high concreteness,low concreteness,intermediate concreteness,CD_B,B1761,Es gibt ein gut nutzbares Nahverkehrssystem in der Stadt Bonn und mit dem neuen Radweg eine sichere Möglichkeiten sich auch individuell fort zu bewegen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,intermediate concreteness,"[2, 2, 2, 0, 1]",1,3
B1761_4,9-9,mpos,intermediate concreteness,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1761,Deswegen seien Sie der Realität einen Schritt voraus und schaffen Sie endlich Radwege.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,intermediate concreteness,"[1, 1, 1, 2, 2]",1,2
B1761_5,10-10,mpos,high concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_B,B1761,Zum Schluss möchte ich Sie auffordern auf zu hören mit Farbe Radschutzstreifen aufzumalen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,high concreteness,"[2, 2, 2, 1, 2]",0,1
B1761_6,11-11,premise,high concreteness,high concreteness,high concreteness,high concreteness,intermediate concreteness,CD_B,B1761,"Wenn sich Radfahrer und Autofahrer nämlich an gesetzliche Regelungen, wie zum Beispiel Seitenabstände halten würden, würde sofort auffallen, dass dies mit den aufgemalten Linien und deren Abständen nicht umzusetzen ist",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ein-zeichen-setzen-fuer-eine-fahrradfreundliche-zukunftsfaehige-staat-mit,high concreteness,"[2, 2, 2, 2, 1]",0,1
B1762_1,1-1,mpos,low concreteness,high concreteness,intermediate concreteness,high concreteness,intermediate concreteness,CD_B,B1762,Bauen Sie einen Radweg,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/bauen-sie-einen-radweg,intermediate concreteness,"[0, 2, 1, 2, 1]",1,3
B1762_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1762,"Durch das verlegte Kopfsteinpflaster ist das befahren unmöglich ohne einen sicher platten Reifen zu riskieren. Deswegen ist ein Umfahren der Stelle über den Fußweg notwendig, was immer wieder zu gefährlichen Situationen führt.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/bauen-sie-einen-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1763_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1763,Fehlende Markierungen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-markierungen,intermediate concreteness,"[0, 1, 1, 0, 1]",1,2
B1763_2,2-2,premise,high concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1763,"Durch fehlende Markierung besonders hier aber auch in der gesamten Stadt Bonn, gehen viele Fußgänger auf den Radwegen, weswegen man entweder Slalom fahren muss oder bei jedem einzelnen anhalten muss.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-markierungen,high concreteness,"[2, 1, 2, 2, 2]",0,1
B1764_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,high concreteness,CD_B,B1764,Inkonsistente Vorfahrtsregelung mit Kollisionsgefahr,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/inkonsistente-vorfahrtsregelung-mit-kollisionsgefahr,intermediate concreteness,"[0, 1, 1, 1, 2]",1,2
B1764_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1764,"Fahre ich vom Radstreifen des Straßburger Wegs geradeaus weiter in die Jospeh-Beuys-Allee, steht dort für mich ein Schild Vorfahrt beachten, das suggeriert, dass entgegenkommende Linksabbieger warten müssen. Die entgegenkommenden Linksabbieger haben allerdings ein Schild Abknickende Vorfahrt und befinden sich auch exakt auf der abbiegenden Hauptstraße, wähnen sich also ebenfalls in der Vorfahrt. Es ist für mich ein Wunder, dass hier vor Beginn der UN-Campus-Bauarbeiten nicht täglich Unfälle passiert sind, an denen dann die Stadt Schuld hätte.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/inkonsistente-vorfahrtsregelung-mit-kollisionsgefahr,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1764_3,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1764,Hier muss auf dem Radweg anstelle des Vorfahrt beachten-Schilds ebenfalls das Schild Abknickende Vorfahrt mit Verdeutlichung der tatsächlichen Regelung aufgestellt werden.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/inkonsistente-vorfahrtsregelung-mit-kollisionsgefahr,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1765_1,1-1,premise,low concreteness,high concreteness,high concreteness,intermediate concreteness,high concreteness,CD_B,B1765,Parkende Autos auf dem Radweg,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parkende-autos-auf-dem-radweg,intermediate concreteness,"[0, 2, 2, 1, 2]",1,3
B1765_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1765,"Vor einem großen Autohaus auf der Vorgebirgsstrasse ( ich glaube BMW) führt der Radweg vom Bürgersteig auf die Strasse (eingezeichneter Radweg). Leider wird diese Stelle immer wieder von parkenden Autos zugestellt, so dass ein Radfahrer nicht ungehindert auf den eingezeichneten Fahrrad-Strassenweg fahren kann.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parkende-autos-auf-dem-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1766_1,1-1,premise,low concreteness,low concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1766,Pfeile für Autofahrer gedacht,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/pfeile-fuer-autofahrer-gedacht,low concreteness,"[0, 0, 1, 0, 1]",1,2
B1766_2,2-5,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1766,"Aus der Königsstraße kommend an der Ecke zur Poppelsdorfer Alle kommend steht ein Schild, dass man nur rechts abbiegen darf. Dabei wird nicht berücksichtigt, dass Radfahrer geradeaus auf den (Zweirichtungs-)Fahrradweg fahren können um dann links entweder in Richtung Poppelsdorfer Schloss oder Richtung Meckenheimer Alle zu fahren. Hier gibt es wohl keine zutreffende Beschilderung. Man könnte entweder den Pfeil entfernen oder ihn durch einen Pfeil geradeaus/rechts ersetzen, da Autos durch die Poller sowieso nicht geradeaus fahren können.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/pfeile-fuer-autofahrer-gedacht,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1766_3,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1766,"Man könnte entweder den Pfeil entfernen oder ihn durch einen Pfeil geradeaus/rechts ersetzen, da Autos durch die Poller sowieso nicht geradeaus fahren können.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/pfeile-fuer-autofahrer-gedacht,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1767_1,1-1,premise,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,high concreteness,CD_B,B1767,Holperige Übergänge vom Radweg zur Straße,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/holperige-uebergaenge-vom-radweg-zur-strasse,intermediate concreteness,"[0, 2, 1, 1, 2]",1,3
B1767_2,2-2,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1767,Die Bordsteine an den einmündenden Straßen sind nicht bündig zum Asphalt und sehr holperig zu befahren.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/holperige-uebergaenge-vom-radweg-zur-strasse,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1767_3,3-3,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1767,"Es wäre super wenn diese noch abgesenkt werden bzw. straßenseitig aufasphaltiert werden, so dass diese ohne Kante überfahren werden können.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/holperige-uebergaenge-vom-radweg-zur-strasse,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1768_1,1-1,premise,low concreteness,intermediate concreteness,low concreteness,intermediate concreteness,high concreteness,CD_B,B1768,Fehlende Ampel,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-ampel,intermediate concreteness,"[0, 1, 0, 1, 2]",1,3
B1768_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1768,"Die Kreuzung Weberstraße / Kaiserstraße ist als Ampelkreuzung konzipiert. Leider wurde dabei anscheinend vergessen, dass Fahrräder die Weberstraße auch entgegen der Einbahnstraße befahren dürfen (also über die Gleise kommend). Aus dieser Richtung kommend existiert aber keine Ampel, was durchaus für gefährliche Situationen sorgt - wer erwartet bei einer grünen Ampel auf der Kaiserstraße schon, dass Verkehr legal aus der Weberstraße kommen darf?",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-ampel,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1768_3,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1768,Lösungsvorschlag: Auf der Weberstraße auch entgegen der Einbahnstraße eine Ampel aufbauen.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-ampel,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1769_1,1-1,mpos,low concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1769,Fortführung der Markierung des Radwegs auf der Straße,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fortfuehrung-der-markierung-des-radwegs-auf-der-strasse,high concreteness,"[0, 2, 2, 2, 2]",1,2
B1769_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1769,"Wenn man mit dem Rad die Kennedyallee (aus Richtung Rhein kommend) entlang fährt und geradeaus über die Kreuzung Mittelstraße/Ludwig Erhard Allee fahren will, kann es zu Problemen mit abbiegenden Autos kommen. Die Autos, die von der Kennedyallee (aus Richtung Rhein kommend) nach rechts in die Ludwig Erhard Allee abbiegen, fahren vor bis zur Markierung für die Fußgänger und schneiden damit den Radweg ab, auch wenn sie eindeutig nur für Radfahrer anhalten wollen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fortfuehrung-der-markierung-des-radwegs-auf-der-strasse,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1769_3,4-4,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1769,Lösung: Makierung des Radwegs direkt neben dem Fußgängerübergang auf der Fahrbahn.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fortfuehrung-der-markierung-des-radwegs-auf-der-strasse,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1770_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1770,Verkehrsführung vor und um den Hauptbahnhof (schlimmste Stelle in Bonn),https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsfuehrung-vor-und-um-den-hauptbahnhof-schlimmste-stelle-bonn,intermediate concreteness,"[0, 1, 1, 0, 1]",1,2
B1770_2,3-9,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1770,"1. Keine fürs Rad gute Bahnquerung (Nordunterführung kurvig, Kopfsteinpflaster, schwer zu erreichen; Südunterführung noch kurviger und dafür mit gefährlichen Bahnschienen, Poppelsdorfer Allee nicht befahrbar) 2. Radinfrastruktur Am Hauptbahnhof nicht vorhanden, Befahren eingezwängt zwischen Autos und Bahnen. 3. Aus der Bahnhofstür hinaus und einige Treppenstufen herunter plötzlich mitten auf der Straße (sonst in keiner Stadt). Alles lange bekannt und nie verändert, für eine fahrradfreundliche Stadt lachhaft (müsste zur Entfernung aus dem AGFS führen). Derzeit (ohne Südüberbauung) sieht man, dass der Platz locker für Vorplatz, adäquaten Busbahnhof UND leistungsfähige Straße (alle Verkehrsarten) reichen würde. Die anstehende völlige Neuplanung (!) wird dennoch nicht für Verbesserung des Radverkehrs genutzt: Zuerst war sogar Verschlechterung durch einen hier vollständig ungeeigneten Zweiwegeradweg vorgesehen (vollkommen gegen die StVO - Benutzungspflicht wäre im nu weggeklagt worden). Aber auch die nun vorgestellte Lösung mit Radstreifen zwischen Bahn und Haltestelle verbessert die Führung kaum.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsfuehrung-vor-und-um-den-hauptbahnhof-schlimmste-stelle-bonn,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1770_3,11-12,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1770,"Stattdessen brauchen wir: Breite Radspuren/wege (>2m je Richtung) ohne Schienen und eine gut zu befahrende Bahnquerung. Möglich, wenn vor dem Bf ÖPNV+Fuß+Rad Vorrang haben (siehe Karlsruhe).",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verkehrsfuehrung-vor-und-um-den-hauptbahnhof-schlimmste-stelle-bonn,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1771_1,1-1,premise,low concreteness,intermediate concreteness,intermediate concreteness,low concreteness,intermediate concreteness,CD_B,B1771,An Straßenkreuzung Bonner Talweg/Reuterstrasse wurden Fahrradfahrer nicht mitgedacht,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenkreuzung-bonner-talwegreuterstrasse-wurden-fahrradfahrer-nicht,intermediate concreteness,"[0, 1, 1, 0, 1]",1,2
B1771_2,2-8,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1771,"Die Straßenkreuzung Bonner Talweg/Reuterstraße ist für Fahrradfahrer äußerst gefährlich und schwer zu befahren; dabei ist die Anzahl der Radfahrer, welche die Reuterstraße an dieser Stelle überqueren wollen beachtlich. Aus der Innenstadt kommend endet der Fahrradschutzstreifen kurz hinter der Straßenbahnhaltestelle Rittershausstraße. Oftmals gerät man aber genau hier in Gefahr, da die Audtofahrer noch einmal 'Gas geben' um gerade eben noch über die grüne Ampel zu kommen. Ein hoher Bordstein nach rechts macht das Ausweichen für den Radfahrer unmöglich. Ich beobachte ständig Radfahrer, die deshalb ab der Straßenbahnhaltestelle auf den Gehweg ausweichen, um dann gemeinsam mit den Fußgängern die Reuterstraße zu kreuzen. Leider kommt es dabei viel zu oft zu Zusammenstößen und Belästigung der Füßgängern. Eine sehr ähnliche Situation ergibt sich in der entgegengesetzten Richtung: auch hier fahren oft Radfahrer von Kessenich kommend auf den linken Bürgersteig, um dann über die Fußgängerampel zu fahren.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenkreuzung-bonner-talwegreuterstrasse-wurden-fahrradfahrer-nicht,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1771_3,10-13,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1771,"- der Schutzstreifen sollte bis zur Ampel verlängert werden. - Zusätzlich wird eine 'Fahrradfläche' zum Warten an der Ampel aufgemalt, so dass sich Fahrradfahrer offiziell vor den Autos einreihen dürfen. - Eine Fahrradampel wird installiert, die gleichzeitig mit der Fußgängerampel grün schaltet. Aus Kessenich kommend wäre es ideal Radfahrern das gerade Überqueren der Kreuzung zu erlauben.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/strassenkreuzung-bonner-talwegreuterstrasse-wurden-fahrradfahrer-nicht,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1772_1,1-1,premise,low concreteness,low concreteness,low concreteness,low concreteness,high concreteness,CD_B,B1772,Unklare Vorfahrtsregelung,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-vorfahrtsregelung,low concreteness,"[0, 0, 0, 0, 2]",1,2
B1772_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1772,Die Fußgängerunterführung wird mangels Alternativen viel von Fahrräder genutzt. Es ist jedoch unklar wie die Radfahrer dann auf die Straße kommen sollen. Hinzu kommt der Radverkehr vom Zweirichtungsradweg auf der Kaiserstraße.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-vorfahrtsregelung,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1772_3,5-6,mpos,intermediate concreteness,intermediate concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1772,Hier könnte ein Kreisverkehr installiert werden oder der Radverkehr sollte irgendwie anders eingegliedert werden. Sinnvollerweise in ein komplettes neues Verkehrskonzept rund um den Haupt- und Busbahnhof.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-vorfahrtsregelung,high concreteness,"[1, 1, 2, 2, 2]",1,2
B1772_4,7-7,premise,high concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1772,"Unklar ist mir auch warum die Kreuzung eigentlich eine Rechts-Vor-Links-Regelung hat, jedoch aus Richtung Südwesten ein Vorfahrtachten-Schild steht.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unklare-vorfahrtsregelung,high concreteness,"[2, 2, 1, 2, 2]",0,1
B1773_1,1-1,premise,low concreteness,intermediate concreteness,low concreteness,low concreteness,intermediate concreteness,CD_B,B1773,Parkende Autos und Taxen,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parkende-autos-und-taxen,low concreteness,"[0, 1, 0, 0, 1]",1,2
B1773_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1773,An Werktagen sind häufig die Schutzstreifen auf beiden Seiten der Straße von Autos halb zugeparkt. Dazu tragen besonders die Taxen am Taxistand vor dem Postbank-Gebäude bei.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parkende-autos-und-taxen,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1774_1,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1774,"In der Kaiserstr. zwischen Weberstr. und Königstr. ist der Radweg zu eng. Laternenmasten, parkende Autos und Gebüsch ragen in den Radweg hinein. Das Überholen auf dem Radweg ist riskant, manchmal muss man entgegenkommenden Radfahrern ausweichen und abbremsen, weil der Radweg zu eng ist.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kaiserstr,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1775_1,1-1,premise,low concreteness,high concreteness,intermediate concreteness,intermediate concreteness,intermediate concreteness,CD_B,B1775,Autos versperren Radweg,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/autos-versperren-radweg,intermediate concreteness,"[0, 2, 1, 1, 1]",1,2
B1775_2,2-4,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1775,"Der Radweg ist hier in Ordnung, vielmehr ergibt sich ein Problem, sobald ein Auto aus der Straße An der Immenburg auf die Straße Auf dem Hügel abbiegen möchte. Dadurch, dass das Parken bis kurz vor der Einmündung der Straße An der Immenburg erlaubt ist, ist die Sicht für Autofahrer so stark behindert, dass nichts anderes übrig bleibt, als komplett den Radweg zu versperren. Dies ist unschön für Radfahrer als auch für die Autofahrer, die nun im Weg stehen.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/autos-versperren-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1775_3,5-5,mpos,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1775,"Mögliche Lösung: Das Parken nicht bis kurz vor der Einmündung erlauben oder geeignete Spiegel anbringen, die den Autofahrern Sicht auf die Straße Auf dem Hügel geben.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/autos-versperren-radweg,high concreteness,"[2, 2, 2, 2, 2]",0,0
B1776_1,2-2,premise,intermediate concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1776,Es fehlen Parkplätze für Radfahrer an beiden Seiten des Hauptbahnhofs.,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hauptbahnhof,high concreteness,"[1, 2, 2, 2, 2]",0,1
B1777_1,1-1,premise,intermediate concreteness,high concreteness,intermediate concreteness,high concreteness,high concreteness,CD_B,B1777,Radweg zu schmal für 2-Richtungs-Verkehr,https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-zu-schmal-fuer-2-richtungs-verkehr,high concreteness,"[1, 2, 1, 2, 2]",1,2
B1777_2,2-3,premise,high concreteness,high concreteness,high concreteness,high concreteness,high concreteness,CD_B,B1777,"Der Radweg zwischen Gleisen und Nahum-Goldmann-Allee ist von Olof-Palme-Allee bis Ollenhauerstr. zu schmal für 2-Richtungs-Verkehr mit Fußgängern, vor allem wo am Rand fahrradhohe Sträucher stehen. Zudem sind an vielen Stellen Wurzelaufbrüche.",https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-zu-schmal-fuer-2-richtungs-verkehr,high concreteness,"[2, 2, 2, 2, 2]",0,0
